estado,pcode1,municipio,pcode2,parroquia,pcode3,ubicacion
BOLIVAR,VE07,CARONI,VE0701,ONCE DE ABRIL,VE070104,CECAL DON BOSCO (SAN FELIX)
MIRANDA,VE15,SUCRE,VE1519,LA DOLORITA,VE151904,CECAL DON BOSCO LA DOLORITA
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,CECAL DON BOSCO LOS TEQUES
MIRANDA,VE15,SUCRE,VE1519,FILAS DE MARICHES,VE151903,CECAL DON BOSCO MARICHE
ZULIA,VE23,SAN FRANCISCO,VE2317,SAN FRANCISCO,VE231701,CECAL DON MIGUEL RUA
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,CECAL DON MIGUEL RUA EXTENSION COMUNIDAD CARABOBO - MI ESPERANZA
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,CECAL DON MIGUEL RUA EXTENSION COMUNIDAD MANO DE DIOS - MUCHACHERA
ZULIA,VE23,SAN FRANCISCO,VE2317,MARCIAL HERNANDEZ,VE231706,CECAL DON MIGUEL RUA EXTENSION COMUNIDAD SUR AMERICA - SABANA GRANDE
ZULIA,VE23,ROSARIO DE PERIJA,VE2316,EL ROSARIO,VE231601,CECAL FE Y ALEGRIA CANDIDA MARIA DE JESUS
ZULIA,VE23,LAGUNILLAS,VE2310,LIBERTAD,VE231002,CECAL FE Y ALEGRIA PABLO VI
ZULIA,VE23,VALMORE RODRIGUEZ,VE2321,LA VICTORIA,VE232101,CECAL FE Y ALEGRIA PADRE JOSE MARIA VELAZ
ZULIA,VE23,VALMORE RODRIGUEZ,VE2321,LA VICTORIA,VE232101,CECAL FE Y ALEGRIA SAN JUAN BOSCO
ZULIA,VE23,MARACAIBO,VE2313,IDELFONSO VASQUEZ,VE231310,CECAL FE Y ALEGRIA SANTA BRIGIDA
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,CECAL FE Y ALEGRIA SANTA BRIGIDA
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,CECAL FUNDACECASMAR
ZULIA,VE23,MARACAIBO,VE2313,MANUEL DAGNINO,VE231313,CECAL HERMANO ILDEFONSO GUTIERREZ
DELTA AMACURO,VE10,TUCUPITA,VE1004,MONSENOR ARGIMIRO GARCIA,VE100406,CECAL IRFA TUCUPITA
BOLIVAR,VE07,HERES,VE0705,LA SABANITA,VE070504,CECAL LUIS MARIA OLASSO
BOLIVAR,VE07,HERES,VE0705,JOSE ANTONIO PAEZ,VE070503,CECAL LUIS MARIA OLASSO
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,CECAL MACHIQUES
BOLIVAR,VE07,CARONI,VE0701,DALLA COSTA,VE070103,CECAL MONSENOR ZABALETA
BOLIVAR,VE07,CARONI,VE0701,ONCE DE ABRIL,VE070104,CECAL MONSENOR ZABALETA
BOLIVAR,VE07,HERES,VE0705,LA SABANITA,VE070504,CECAL ORINOCO
BOLIVAR,VE07,HERES,VE0705,VISTA HERMOSA,VE070506,CECAL ORINOCO
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,CECAL PBRO. RUBEN DARIO MORA
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,CECAL PBRO. RUBEN DARIO MORA
MIRANDA,VE15,GUAICAIPURO,VE1510,LOS TEQUES,VE151001,CECAL SAGRADO CORAZON DE JESUS
BOLIVAR,VE07,CARONI,VE0701,DALLA COSTA,VE070103,CECAL SAN BUENAVENTURA
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,CECAL SANTA MARIA GORETTI
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,CECAL SANTO ANGEL
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,CEI 17 DE MAYO
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,CEI 19 DE ABRIL
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,CEI 23 DE ENERO
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,CEI ANTONIO JOSE DE SUCRE
BOLIVAR,VE07,SIFONTES,VE0709,SIFONTES,VE070901,CEI ARCO IRIS
DELTA AMACURO,VE10,TUCUPITA,VE1004,MARISCAL ANTONIO JOSE DE SUCRE,VE100405,CEI CAPITAN DE NAVIO ANTONIO DIAZ
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,CEI CECILIO ACOSTA
MIRANDA,VE15,BUROZ,VE1505,MAMPORAL,VE150501,CEI CIRILA VEGAS
LA GUAIRA,VE24,VARGAS,VE2401,CARABALLEDA,VE240101,CEI CORAPAL
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,CEI EL PERU
BOLIVAR,VE07,BOLIVARIANO ANGOSTURA,VE0707,ANGOSTURA,VE070701,CEI GENERAL PIAR
BOLIVAR,VE07,GRAN SABANA,VE0704,SECCION CAPITAL GRAN SABANA,VE070401,CEI GRAN SABANA
TACHIRA,VE20,PANAMERICANO,VE2019,PANAMERICANO,VE201901,CEI JOSE FRANCISCO RON SANDOVAL
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,CEI JUAN PABLO II
BOLIVAR,VE07,GRAN SABANA,VE0704,SECCION CAPITAL GRAN SABANA,VE070401,CEI KEWEYI
FALCON,VE11,MIRANDA,VE1114,SABANETA,VE111407,CEI LA CONCORDIA
BOLIVAR,VE07,SIFONTES,VE0709,SIFONTES,VE070901,CEI LLOYD ANTONIO PETTERSON
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,CEI LOS PROCERES
BOLIVAR,VE07,CEDENO,VE0702,CAPITAL CEDENO,VE070201,CEI MANUEL SALVADOR GOMEZ
BOLIVAR,VE07,CEDENO,VE0702,PIJIGUAOS,VE070206,CEI MANUELITA SAENZ
TACHIRA,VE20,CORDOBA,VE2006,CORDOBA,VE200601,CEI MARCO ANTONIO RIBERA USECHE
LARA,VE13,IRIBARREN,VE1303,UNION,VE130307,CEI MOISES Y LUISA ZISMAN
BOLIVAR,VE07,SUCRE,VE0710,SUCRE,VE071001,CEI NIEVES MARTINEZ
MIRANDA,VE15,BUROZ,VE1505,MAMPORAL,VE150501,CEI PALMA SOLA
BOLIVAR,VE07,BOLIVARIANO ANGOSTURA,VE0707,SANTA BARBARA,VE070704,CEI PUEBLO GURI
BOLIVAR,VE07,BOLIVARIANO ANGOSTURA,VE0707,SAN FRANCISCO,VE070703,CEI SANTIAGO IZAGUIRRE II
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,CEI SENDERO DE LUZ
BOLIVAR,VE07,HERES,VE0705,AGUA SALADA,VE070501,CEI SIMON RODRIGUEZ
DELTA AMACURO,VE10,TUCUPITA,VE1004,MARISCAL ANTONIO JOSE DE SUCRE,VE100405,CEIB DR. JOSE MARIA VARGAS
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,CEIB EL PLATERITO JIRE 193
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,CEIB LINO GALLARDO
DELTA AMACURO,VE10,TUCUPITA,VE1004,SAN RAFAEL,VE100407,CEIB MIGUEL OTERO SILVA
FALCON,VE11,MIRANDA,VE1114,SABANETA,VE111407,CEIB PIEDRAS VOLTEADAS
FALCON,VE11,MIRANDA,VE1114,SABANETA,VE111407,CEIB SABANETA
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,CEIB SENDERO DE LUZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL JUNQUITO,VE010107,CEID EL CARDON
MIRANDA,VE15,INDEPENDENCIA,VE1511,EL CARTANAL,VE151102,CEIE CARTANAL III
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,CEIE TERRAZAS DEL ESTE
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIM CARITA FELIZ
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIM CARMEN VERONICA COELLO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIM LUISA CACERES DE ARISMENDI
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIM MIRIAM ACUNA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIM OSWALDO PEREZ JAEN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN  (MEVAL) CATALINA VALDERRAMA
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,CEIN  CIUDAD LOZADA
MIRANDA,VE15,INDEPENDENCIA,VE1511,EL CARTANAL,VE151102,CEIN  CONCENTRACION NACIONAL 3626
MIRANDA,VE15,LANDER,VE1512,OCUMARE DEL TUY,VE151201,CEIN 13 DE MARZO DE 1814
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN ALI PRIMERA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN ANDRES ELOY BLANCO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN ANTOLIN ARANA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIN ANTONIO ORTEGA ORDONEZ
MIRANDA,VE15,CRISTOBAL ROJAS,VE1508,CHARALLAVE,VE150801,CEIN APACUANA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN AUGUSTO MALAVE VILLALBA
MIRANDA,VE15,URDANETA,VE1520,CUA,VE152001,CEIN BELEN MARIA  SANJUAN
ZULIA,VE23,GUAJIRA,VE2315,ALTA GUAJIRA,VE231502,CEIN BELLA VISTA II
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,CEIN BLANCA ESTRELLA DE MESCOLI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN BOLIV YAJAIRA DE GONZALEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN BOLIVARIANA LA VEGA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN BOLIVARIANO ALEJANDRO FUENMAYOR
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN BOLIVARIANO AMANDA DE SCHNELL
DELTA AMACURO,VE10,TUCUPITA,VE1004,JUAN MILLAN,VE100403,CEIN BOLIVARIANO TERESA CARRENO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN BOLIVIA TOVAR
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN BRISAS DE CASALTA II
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN CENTENARIO ROMULO GALLEGOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN CONSUELO FERNANDEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SAN JUAN,VE010117,CEIN DR PASTOR OROPEZA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN DR RAUL LEONI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN DR SALOMON GARCIA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN DR. JOSE GREGORIO HERNANDEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,EL JUNQUITO,VE010107,CEIN EL CARDON
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN EL CARDON
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN EL PAUJI
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,MACARAO,VE010113,CEIN EUGENIO VIVAS BARILLA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN GENERAL RAFAEL URDANETA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN GUINAD SANDOZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN IRENE DEL CARMEN PANTEZ
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIN JACINTO LARA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN JOSE ANGEL LAMAS
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIN JOSE ANTONIO VARGAS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,CEIN JOSE MARIA VELAZ IRAZU
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN JOSEFA CAMEJO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN JUAN MARIA VIANNEY
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SAN JUAN,VE010117,CEIN JUAN TORO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN JUAN VICENTE GONZALEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,CEIN LA CUMBRE
LA GUAIRA,VE24,VARGAS,VE2401,CARAYACA,VE240102,CEIN LA ESPERANZA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN LOS MANGOS II
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN LUIS MORQUIO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN LUISA AMELIA VEGAS
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,CEIN LUISA ARRAMBIDES DE PACANIS
MIRANDA,VE15,ACEVEDO,VE1501,MARIZAPA,VE150106,CEIN MANUCHA ALGARIN
MIRANDA,VE15,CARRIZAL,VE1506,CARRIZAL,VE150601,CEIN MARTHA DE CALECA
MIRANDA,VE15,BARUTA,VE1503,BARUTA,VE150301,CEIN MI NINO SIMON
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN MIREYA VANEGAS
MIRANDA,VE15,LOS SALIAS,VE1513,SAN ANTONIO DE LOS ALTOS,VE151301,CEIN MIS PRIMEROS PASOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN MONSENOR JESUS MARIA PELLIN
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CEIN PEDRO ZARAZA
LA GUAIRA,VE24,VARGAS,VE2401,CARLOS SOUBLETTE,VE240111,CEIN RAFAEL MARTINEZ SALAS
MIRANDA,VE15,CRISTOBAL ROJAS,VE1508,CHARALLAVE,VE150801,CEIN REINA ROCHE
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN FRANCISCO DE YARE,VE151801,CEIN SAN FRANCISCO DE YARE
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN SIMON BOLIVAR
MIRANDA,VE15,SIMON BOLIVAR,VE1518,SAN ANTONIO DE YARE,VE151802,CEIN SIMONCITO BICENTENARIO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN SUCRE
MIRANDA,VE15,GUAICAIPURO,VE1510,TACATA,VE151007,CEIN TACATA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN TEOTISTE DE GALLEGOS
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN TRIBILIN
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN VICTORIA GAMUS DE GHETEA
MIRANDA,VE15,PLAZA,VE1517,GUARENAS,VE151701,CEIN VILLA PANAMERICANA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CEIN VIRGINIA BENITEZ DE FIGUEREDO
MIRANDA,VE15,CHACAO,VE1507,CHACAO,VE150701,CEIN VIRGINIA VERA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CEIN VISTA HERMOSA
DELTA AMACURO,VE10,TUCUPITA,VE1004,JOSE VIDAL MARCANO,VE100402,CEINA DR. JULIO MANERIO
MIRANDA,VE15,INDEPENDENCIA,VE1511,SANTA TERESA DEL TUY,VE151101,CEINB  MARIANO PICON SALAS
MIRANDA,VE15,PEDRO GUAL,VE1516,CUPIRA,VE151601,CEINB CABO CODERA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,ANTIMANO,VE010102,CEINS BLANCA ESTRELLA DE MESCOLI
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,CEIR MATARUCA
FALCON,VE11,COLINA,VE1106,MACORUCA,VE110605,CEIRB 326 EL CALVARIO
FALCON,VE11,COLINA,VE1106,MACORUCA,VE110605,CEIRB 326 GUAIBACOA
DELTA AMACURO,VE10,TUCUPITA,VE1004,MARISCAL ANTONIO JOSE DE SUCRE,VE100405,CEIS BOLIVARIANO MANUELITA SAENZ
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,CEIS BUTARE JIRE 193
DELTA AMACURO,VE10,TUCUPITA,VE1004,MARISCAL ANTONIO JOSE DE SUCRE,VE100405,CEIS CELESTINA GIBORY DE LEON
FALCON,VE11,MIRANDA,VE1114,SAN ANTONIO,VE111401,CEIS HUGO CHAVEZ FRIAS
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,CEIS LAS VENTOSAS JIRE 193
FALCON,VE11,COLINA,VE1106,LA VELA DE CORO,VE110601,CEIS LOS BOSTEROS JIRE 193
MIRANDA,VE15,ANDRES BELLO,VE1502,SAN JOSE DE BARLOVENTO,VE150201,CEIS LUISA ARRANBIDE DE PACANINS
BOLIVAR,VE07,CEDENO,VE0702,CAPITAL CEDENO,VE070201,CEIS MANUEL MANRIQUE
MERIDA,VE14,ALBERTO ADRIANI,VE1401,PULIDO MENDEZ,VE140107,CEIS NANCY MORA
FALCON,VE11,MIRANDA,VE1114,SAN ANTONIO,VE111401,CEIS PARAISO INFANTIL
FALCON,VE11,CARIRUBANA,VE1105,SANTA ANA,VE110504,CEIS SANTA ANA
DELTA AMACURO,VE10,TUCUPITA,VE1004,MARISCAL ANTONIO JOSE DE SUCRE,VE100405,CEIS SIMON RODRIGUEZ
BOLIVAR,VE07,SIFONTES,VE0709,DALLA COSTA,VE070902,CEIS YURUARI
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,CEMACAL
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,SAN JOSE DE PERIJA,VE231104,CEMACAL EXTENSION COMUNIDAD LAS PIEDRAS Y SAN JOSE
ZULIA,VE23,MACHIQUES DE PERIJA,VE2311,LIBERTAD,VE231101,CEMACAL EXTENSION COMUNIDAD SAN FRANCISCO - EL TUKUKO
MERIDA,VE14,ALBERTO ADRIANI,VE1401,PULIDO MENDEZ,VE140107,CEN BELEN M. SANJUAN COLINA
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CEN TRO DE EDUCACION INICIAL SIMONCITO ""LOS LOROS"""
MIRANDA,VE15,ZAMORA,VE1521,GUATIRE,VE152101,CENB CACICA ANA SOTO
ZULIA,VE23,MARACAIBO,VE2313,VENANCIO PULGAR,VE231317,CENDISOL
TACHIRA,VE20,CARDENAS,VE2005,CARDENAS,VE200501,CENTRO AMBIENTAL SALESIANO DE CAPACITACION LABORAL SAN JOSE
TACHIRA,VE20,CARDENAS,VE2005,CARDENAS,VE200501,CENTRO AMBIENTAL SALESIANO DE CAPACITACION LABORAL SAN JOSE
MIRANDA,VE15,BARUTA,VE1503,BARUTA,VE150301,CENTRO AMBULATORIO SECTOR COPEY
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CENTRO AMBULATORIO SECTOR COPEY
ZULIA,VE23,MARACAIBO,VE2313,SAN ISIDRO,VE231318,CENTRO CASA DE JAVIER DELGADO
ZULIA,VE23,MARACAIBO,VE2313,CRISTO DE ARANZA,VE231306,CENTRO CASA DE SOL ESPINA
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CENTRO COLIBRI. FUNDACION LUZ Y VIDA
MIRANDA,VE15,SUCRE,VE1519,CAUCAGUITA,VE151902,CENTRO COMEDOR MI REFUGIO - TURUMO
MIRANDA,VE15,SUCRE,VE1519,PETARE,VE151901,CENTRO COMEDOR MI REFUGIO - TURUMO
TACHIRA,VE20,BOLIVAR,VE2004,PALOTAL,VE200402,CENTRO COMUNITARIO LOS GALPONES
TACHIRA,VE20,BOLIVAR,VE2004,BOLIVAR,VE200401,CENTRO COMUNITARIO LOS GALPONES
TACHIRA,VE20,TORBES,VE2027,TORBES,VE202701,CENTRO COMUNITARIO LOS GALPONES
TACHIRA,VE20,FERNANDEZ FEO,VE2007,ALBERTO ADRIANI,VE200702,CENTRO COMUNITARIO NARANJALES
TACHIRA,VE20,FERNANDEZ FEO,VE2007,FERNANDEZ FEO,VE200701,CENTRO COMUNITARIO NARANJALES
TACHIRA,VE20,SAMUEL DARIO MALDONADO,VE2022,HERNANDEZ,VE202203,CENTRO DE CAPACITACION LABORAL DR JOSE GREGORIO HERNANDEZ
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CENTRO DE CAPACITACION SAN JOSE
BOLIVAR,VE07,PIAR,VE0706,SECCION CAPITAL PIAR,VE070601,CENTRO DE DESARROLLO INFANTIL PIAR
BOLIVAR,VE07,CARONI,VE0701,UNIVERSIDAD,VE070107,"CENTRO DE DESARROLLO INFANTIL: C.D.I. ""CARONI"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION  INICIAL NACIONAL ""GUAICAIPURO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION BOLIVARIANO ""LUISA  CACERES DE ARISMENDI"""
BOLIVAR,VE07,CARONI,VE0701,CHIRICA,VE070102,CENTRO DE EDUCACION INICIAL  FE Y ALEGRIA GABRIELA MISTRAL
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""ANO INTERNACIONAL DEL NINO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""ARCO IRIS MAGICO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""CHEJERU"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""CRUZ VILLEGAS"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""DON ANTONIO TIVIDOR"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""KEENAMI"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""LOS TUCANES"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""PARAISO"""
AMAZONAS,VE02,RIO NEGRO,VE0207,AUTONOMO RIO NEGRO,VE020700,"CENTRO DE EDUCACION INICIAL ""RAFAEL ORAMAS"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""SOR CARMEN VEGAS"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL ""TAMANACO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL BOLIVARIANO ""5 DE JULIO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL BOLIVARIANO ""MADRE TERESA DE CALCUTA"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL BOLIVARIANO ""MENCA DE LEONI"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL BOLIVARIANO ""PEJEWAJJI PIJABOO"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL BOLIVARIANO ""PIEDRA DE LA TORTUGA"""
FALCON,VE11,CARIRUBANA,VE1105,SANTA ANA,VE110504,CENTRO DE EDUCACION INICIAL ESTADAL JOSEFA CAMEJO (DOMINGO HURTADO)
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL NACIONAL ""GUILLERMO ALVAREZ PINA"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL NACIONAL ""LORENZO PEREZ"""
AMAZONAS,VE02,ATURES,VE0203,AUTONOMO ATURES,VE020300,"CENTRO DE EDUCACION INICIAL NACIONAL ""SAN ANTONIO DE CARINAGUA"""
ZULIA,VE23,MARACAIBO,VE2313,OLEGARIO VILLALOBOS,VE231314,CENTRO DE EDUCACION POPULAR JESUS ROSARIO ORTEGA
BOLIVAR,VE07,CARONI,VE0701,UNIVERSIDAD,VE070107,CENTRO DE FORMACION DOCENTE
ZULIA,VE23,MARACAIBO,VE2313,VENANCIO PULGAR,VE231317,CENTRO DE FORMACION SOCIO-LABORAL PBRO. JORGE MURCIA RIANO
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,SUCRE,VE010121,CENTRO DEL NINO LA VEGA
DISTRITO CAPITAL,VE01,LIBERTADOR,VE0101,LA VEGA,VE010112,CENTRO DEL NINO Y LA FAMILIA LA VEGA
ZULIA,VE23,SAN FRANCISCO,VE2317,LOS CORTIJOS,VE231705,CENTRO EDUCACION INICIAL MADRE LUISA CHENG
BOLIVAR,VE07,CEDENO,VE0702,PIJIGUAOS,VE070206,CENTRO EDUCATIVO DE ATENCION INDIGENA E.B FE Y ALEGRIA CARMEN SALLES
ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,MARIANO PARRA LEON,VE230703,CENTRO EL MANON - CAMPO BOSCAN
ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,MARIANO PARRA LEON,VE230703,CENTRO EL OCULTO
TACHIRA,VE20,TORBES,VE2027,TORBES,VE202701,CENTRO EL PALMAR (PROF ELIZABETH)
ZULIA,VE23,SAN FRANCISCO,VE2317,DOMITILA FLORES,VE231703,CENTRO ESCUELA BASICA ARQ. PABLO VI
ZULIA,VE23,JESUS ENRIQUE LOSSADA,VE2307,MARIANO PARRA LEON,VE230703,CENTRO ESTACION 5 - CAMPO BOSCAN
ZULIA,VE23,MARACAIBO,VE2313,COQUIVACOA,VE231307,CENTRO FUNDACION ECONCIENCIA
ZULIA,VE23,SAN FRANCISCO,VE2317,MARCIAL HERNANDEZ,VE231706,CENTRO IGLESIA EL PODER DE DIOS
