month_reported,state,pcode1,municipality,pcode2,parrish,pcode3,location,latitude,longitude,disaggregation,beneficiaries
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,4ceis la candelaria,-69.6658,11.3994,f_19_and_older,2
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,4ceis la candelaria,-69.6658,11.3994,f_3_6,34
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,4ceis la candelaria,-69.6658,11.3994,m_3_6,40
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,5 ceib yusmila quintero (la urbina),-69.6883,11.3861,f_19_and_older,2
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,5 ceib yusmila quintero (la urbina),-69.6883,11.3861,f_3_6,53
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,5 ceib yusmila quintero (la urbina),-69.6883,11.3861,m_19_and_older,1
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,5 ceib yusmila quintero (la urbina),-69.6883,11.3861,m_3_6,32
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,6  escuela primaria estadal regina pia de andara,11.3108,-69.9637,f_19_and_older,21
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,6  escuela primaria estadal regina pia de andara,11.3108,-69.9637,f_7_12,398
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,6  escuela primaria estadal regina pia de andara,11.3108,-69.9637,m_19_and_older,5
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,6  escuela primaria estadal regina pia de andara,11.3108,-69.9637,m_7_12,376
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,7 ceis zumurucuare,-69.6637,11.4168,f_19_and_older,10
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,7 ceis zumurucuare,-69.6637,11.4168,f_3_6,187
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,7 ceis zumurucuare,-69.6637,11.4168,m_19_and_older,3
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,7 ceis zumurucuare,-69.6637,11.4168,m_3_6,190
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,8 ceis centro del nino y la familia,-69.6934,11.4019,f_19_and_older,6
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,8 ceis centro del nino y la familia,-69.6934,11.4019,f_3_6,104
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,8 ceis centro del nino y la familia,-69.6934,11.4019,m_19_and_older,1
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,8 ceis centro del nino y la familia,-69.6934,11.4019,m_3_6,114
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,9 ceis pacomin,-69.5815,11.3182,f_19_and_older,4
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,9 ceis pacomin,-69.5815,11.3182,f_3_6,67
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,9 ceis pacomin,-69.5815,11.3182,m_19_and_older,1
2020-10-31T00:00:00Z,falcon,VE11,miranda,VE1114,san antonio,VE111401,9 ceis pacomin,-69.5815,11.3182,m_3_6,69
2020-11-30T00:00:00Z,monagas,VE16,aguasay,VE1602,aguasay,VE160201,aguasay (u.e.-f.y a.),9.29137,-63.78967,f_3_6,64
2020-11-30T00:00:00Z,monagas,VE16,aguasay,VE1602,aguasay,VE160201,aguasay (u.e.-f.y a.),9.29137,-63.78967,f_7_12,168
2020-11-30T00:00:00Z,monagas,VE16,aguasay,VE1602,aguasay,VE160201,aguasay (u.e.-f.y a.),9.29137,-63.78967,m_3_6,45
2020-11-30T00:00:00Z,monagas,VE16,aguasay,VE1602,aguasay,VE160201,aguasay (u.e.-f.y a.),9.29137,-63.78967,m_7_12,192
2020-05-31T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,f_19_and_older,6
2020-08-31T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,f_3_6,11
2020-04-30T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,f_7_12,180
2020-05-31T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,m_19_and_older,6
2020-08-31T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,m_3_6,6
2020-04-30T00:00:00Z,distrito capital,VE01,libertador,VE0101,la pastora,VE010111,agustiniano san judas tadeo,10.52,-66.92,m_7_12,196
2020-02-29T00:00:00Z,miranda,VE15,acevedo,VE1501,NA,NA,aldea bolivariana ´bolivar y marti ´,NA,NA,f_19_and_older,48
2020-02-29T00:00:00Z,miranda,VE15,acevedo,VE1501,NA,NA,aldea bolivariana ´bolivar y marti ´,NA,NA,m_19_and_older,12
2020-11-30T00:00:00Z,barinas,VE06,barinas,VE0604,ramon ignacio mendez,VE060410,ali rafael primera,8.60456,-70.20667,f_3_6,26
2020-11-30T00:00:00Z,barinas,VE06,barinas,VE0604,ramon ignacio mendez,VE060410,ali rafael primera,8.60456,-70.20667,m_3_6,26
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,f_12_17,117
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,f_3_6,84
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,f_7_12,257
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,m_12_17,123
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,m_3_6,66
2020-11-30T00:00:00Z,lara,VE13,iribarren,VE1303,juan de villegas,VE130304,ana soto,10.11803,-69.44201,m_7_12,313
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,f_12_17,60
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,f_3_6,13
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,f_7_12,97
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,m_12_17,90
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,m_3_6,20
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,jusepin,VE160809,anatilde salcedo (e.b.-f.y a.),9.75702,-63.47291,m_7_12,123
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,f_12_17,136
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,f_3_6,34
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,f_7_12,175
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,m_12_17,146
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,m_3_6,43
2020-11-30T00:00:00Z,monagas,VE16,maturin,VE1608,las cocuizas,VE160804,angel de la guarda (u.e.-f.y a.),9.75626,-63.12825,m_7_12,229
2020-04-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,f_0_3,58
2020-06-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,f_12_17,51
2020-09-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544612,f_19_and_older,28
2020-05-31T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,f_7_12,51
2020-04-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,m_0_3,40
2020-06-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,m_12_17,64
2020-09-30T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544612,m_19_and_older,2
2020-05-31T00:00:00Z,miranda,VE15,zamora,VE1521,guatire,VE152101,angel maria dalo,10.475554,-66.544,m_7_12,72
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,f_19_and_older,12
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,f_3_6,88
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,f_7_12,139
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,m_19_and_older,3
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,m_3_6,85
2020-10-31T00:00:00Z,lara,VE13,iribarren,VE1303,concepcion,VE130302,barrio san vicente,10.0497222,-69.336944444,m_7_12,148
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,f_0_3,47
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,f_12_17,59
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,f_18_19,35
2020-09-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,7.64,-72.22,f_19_and_older,146
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,f_3_6,75
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,f_7_12,100
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,m_0_3,22
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,m_12_17,65
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,m_18_19,28
2020-09-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,7.64,-72.22,m_19_and_older,146
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,m_3_6,55
2020-06-30T00:00:00Z,tachira,VE20,torbes,VE2027,torbes,VE202701,base de misiones el gigante de america,76.44,-72.222,m_7_12,105
2020-10-31T00:00:00Z,zulia,VE23,mara,VE2312,las parcelas,VE231203,blanca rosa urquiaga,NA,NA,f_3_6,55
2020-10-31T00:00:00Z,zulia,VE23,mara,VE2312,las parcelas,VE231203,blanca rosa urquiaga,NA,NA,f_7_12,195
2020-10-31T00:00:00Z,zulia,VE23,mara,VE2312,las parcelas,VE231203,blanca rosa urquiaga,NA,NA,m_3_6,58
2020-10-31T00:00:00Z,zulia,VE23,mara,VE2312,las parcelas,VE231203,blanca rosa urquiaga,NA,NA,m_7_12,203
2020-02-29T00:00:00Z,tachira,VE20,ayacucho,VE2003,ayacucho,VE200301,c e i ana alejandrina rodriguez rivera,NA,NA,f_3_6,53
2020-02-29T00:00:00Z,tachira,VE20,ayacucho,VE2003,ayacucho,VE200301,c e i ana alejandrina rodriguez rivera,NA,NA,m_3_6,43
2020-10-31T00:00:00Z,miranda,VE15,simon bolivar,VE1518,san francisco de yare,VE151801,c e i e  yare,NA,NA,f_3_6,73
2020-10-31T00:00:00Z,miranda,VE15,simon bolivar,VE1518,san francisco de yare,VE151801,c e i e  yare,NA,NA,m_3_6,70
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i gran sabana manakru,4.60494,-61.120014,f_19_and_older,6
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i gran sabana manakru,4.60494,-61.120014,f_3_6,70
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i gran sabana manakru,4.60494,-61.120014,m_3_6,82
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i los pinos,4.609633,-61.095451,f_19_and_older,2
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i los pinos,4.609633,-61.095451,f_3_6,34
2020-10-31T00:00:00Z,bolivar,VE07,gran sabana,VE0704,seccion capital gran sabana,VE070401,c e i los pinos,4.609633,-61.095451,m_3_6,36
